date_vente;region;magasin;type_produit;Sexe_Client;remise;image_produit;prix_vente;profit;Âge_Client;saison;Alerte_Produit;marge_moyenne
2021-05-20;Auvergne-Rhône-Alpes;Paris République;Lunettes de soleil;Homme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;149.43;44.11;48;Printemps;✅ OK;0.3
2022-07-14;Nouvelle-Aquitaine;Bordeaux Centre;Accessoires;Homme;0.1;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;85.21;15.16;49;Été;✅ OK;0.18
2024-10-10;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes de vue;Homme;0.3;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;82.01;27.44;25;Automne;⚠️ À vérifier;0.33
2023-05-11;Île-de-France;Marseille Prado;Accessoires;Femme;0.2;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;214.4;82.27;44;Printemps;✅ OK;0.38
2022-05-18;Nouvelle-Aquitaine;Toulouse Jean Jaurès;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;111.53;37.74;35;Printemps;✅ OK;0.34
2023-07-03;Occitanie;Paris République;Lunettes de vue;Homme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;163.19;25.16;38;Été;✅ OK;0.15
2024-08-22;Provence-Alpes-Côte d'Azur;Paris République;Lunettes enfant;Homme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;74.43;26.11;33;Été;✅ OK;0.35
2022-02-05;Provence-Alpes-Côte d'Azur;Lyon Part-Dieu;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;117.65;34.81;28;Hiver;✅ OK;0.3
2023-01-08;Île-de-France;Toulouse Jean Jaurès;Lunettes de soleil;Homme;0.3;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;209.01;58.27;20;Hiver;✅ OK;0.28
2024-10-31;Provence-Alpes-Côte d'Azur;Paris République;Lunettes de vue;Enfant;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;184.8;43.4;5;Automne;✅ OK;0.23
2021-09-09;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes de vue;Homme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;87.66;16.21;39;Automne;✅ OK;0.18
2023-11-17;Provence-Alpes-Côte d'Azur;Paris République;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;79.22;25.2;42;Automne;✅ OK;0.32
2023-06-17;Occitanie;Lyon Part-Dieu;Lunettes de vue;Femme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;295.05;118.01;46;Été;✅ OK;0.4
2023-09-20;Provence-Alpes-Côte d'Azur;Lyon Part-Dieu;Lunettes de soleil;Femme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;156.64;69.82;52;Automne;✅ OK;0.45
2022-05-28;Auvergne-Rhône-Alpes;Toulouse Jean Jaurès;Lunettes de soleil;Femme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;241.98;82.29;38;Printemps;✅ OK;0.34
2022-04-04;Île-de-France;Paris République;Lunettes de soleil;Homme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;153.82;37.46;27;Printemps;✅ OK;0.24
2023-09-26;Île-de-France;Toulouse Jean Jaurès;Lunettes de vue;Femme;0.2;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;83.75;22.96;36;Automne;✅ OK;0.27
2021-11-11;Île-de-France;Paris République;Accessoires;Homme;0.0;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;217.08;79.69;52;Automne;✅ OK;0.37
2022-09-05;Occitanie;Bordeaux Centre;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;97.81;28.65;49;Automne;✅ OK;0.29
2021-10-02;Occitanie;Paris République;Lunettes de vue;Homme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;280.5;86.03;38;Automne;✅ OK;0.31
2021-01-13;Provence-Alpes-Côte d'Azur;Lyon Part-Dieu;Accessoires;Femme;0.0;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;83.79;16.07;24;Hiver;✅ OK;0.19
2024-11-17;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes de soleil;Enfant;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;239.41;74.47;14;Automne;✅ OK;0.31
2022-09-23;Provence-Alpes-Côte d'Azur;Bordeaux Centre;Accessoires;Homme;0.2;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;274.96;121.4;21;Automne;✅ OK;0.44
2024-11-16;Île-de-France;Paris République;Lunettes de vue;Femme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;286.21;71.8;18;Automne;✅ OK;0.25
2021-07-24;Auvergne-Rhône-Alpes;Paris République;Lunettes enfant;Homme;0.1;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;291.4;58.39;20;Été;✅ OK;0.2
2023-05-08;Île-de-France;Lyon Part-Dieu;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;120.33;35.18;18;Printemps;✅ OK;0.29
2021-10-21;Auvergne-Rhône-Alpes;Bordeaux Centre;Lunettes enfant;Femme;0.3;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;140.65;43.0;22;Automne;✅ OK;0.31
2024-02-28;Nouvelle-Aquitaine;Lyon Part-Dieu;Lunettes de vue;Homme;0.3;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;94.37;42.4;39;Hiver;✅ OK;0.45
2024-02-19;Occitanie;Bordeaux Centre;Lunettes de vue;Femme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;223.36;47.84;35;Hiver;✅ OK;0.21
2021-06-14;Occitanie;Lyon Part-Dieu;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;253.54;79.34;51;Été;✅ OK;0.31
2024-08-24;Île-de-France;Marseille Prado;Lunettes de soleil;Homme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;152.99;40.08;43;Été;✅ OK;0.26
2021-10-12;Île-de-France;Paris République;Lunettes de vue;Enfant;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;184.7;69.08;6;Automne;✅ OK;0.37
2023-06-14;Nouvelle-Aquitaine;Toulouse Jean Jaurès;Accessoires;Enfant;0.15;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;150.04;61.7;7;Été;✅ OK;0.41
2024-12-10;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes enfant;Enfant;0.2;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;212.25;80.27;11;Hiver;✅ OK;0.38
2024-07-12;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes enfant;Femme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;75.25;15.58;46;Été;✅ OK;0.21
2024-10-28;Nouvelle-Aquitaine;Bordeaux Centre;Lunettes enfant;Homme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;329.08;113.61;39;Automne;✅ OK;0.35
2022-05-16;Nouvelle-Aquitaine;Toulouse Jean Jaurès;Lunettes enfant;Homme;0.15;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;93.09;20.45;52;Printemps;✅ OK;0.22
2021-06-04;Île-de-France;Bordeaux Centre;Lunettes enfant;Homme;0.2;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;126.59;56.35;27;Été;✅ OK;0.45
2021-10-02;Île-de-France;Bordeaux Centre;Accessoires;Femme;0.1;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;74.84;23.79;38;Automne;✅ OK;0.32
2023-01-01;Provence-Alpes-Côte d'Azur;Paris République;Accessoires;Homme;0.1;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;173.67;48.48;18;Hiver;✅ OK;0.28
2024-03-04;Provence-Alpes-Côte d'Azur;Lyon Part-Dieu;Lunettes de vue;Femme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;248.84;85.58;30;Printemps;✅ OK;0.34
2021-08-08;Île-de-France;Paris République;Lunettes de vue;Homme;0.3;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;202.74;66.88;47;Été;✅ OK;0.33
2023-08-22;Occitanie;Bordeaux Centre;Lunettes de soleil;Homme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;137.04;58.26;57;Été;✅ OK;0.43
2022-04-18;Provence-Alpes-Côte d'Azur;Paris République;Lunettes de vue;Homme;0.3;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;123.86;37.63;22;Printemps;✅ OK;0.3
2022-05-14;Nouvelle-Aquitaine;Marseille Prado;Lunettes de vue;Homme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;165.11;62.22;29;Printemps;✅ OK;0.38
2023-08-25;Île-de-France;Bordeaux Centre;Lunettes enfant;Femme;0.3;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;92.07;41.01;59;Été;✅ OK;0.45
2022-11-13;Auvergne-Rhône-Alpes;Bordeaux Centre;Lunettes de soleil;Homme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;243.06;82.53;20;Automne;✅ OK;0.34
2024-03-31;Auvergne-Rhône-Alpes;Marseille Prado;Lunettes de soleil;Homme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;272.17;52.08;57;Printemps;✅ OK;0.19
2021-08-16;Occitanie;Bordeaux Centre;Accessoires;Homme;0.15;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;156.28;70.14;36;Été;✅ OK;0.45
2024-02-28;Île-de-France;Toulouse Jean Jaurès;Lunettes de soleil;Homme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;244.54;83.88;22;Hiver;✅ OK;0.34
2021-04-04;Nouvelle-Aquitaine;Toulouse Jean Jaurès;Lunettes de soleil;Femme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;186.24;83.21;39;Printemps;✅ OK;0.45
2021-10-11;Occitanie;Lyon Part-Dieu;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;105.91;32.48;36;Automne;✅ OK;0.31
2023-08-16;Nouvelle-Aquitaine;Lyon Part-Dieu;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;181.31;29.92;56;Été;✅ OK;0.17
2024-06-02;Auvergne-Rhône-Alpes;Paris République;Lunettes de vue;Femme;0.2;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;115.83;49.62;22;Été;✅ OK;0.43
2022-01-04;Nouvelle-Aquitaine;Paris République;Lunettes de vue;Homme;0.2;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;205.91;85.65;59;Hiver;✅ OK;0.42
2022-04-23;Auvergne-Rhône-Alpes;Marseille Prado;Lunettes de vue;Femme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;166.41;49.28;29;Printemps;✅ OK;0.3
2023-02-24;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes enfant;Homme;0.1;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;233.65;59.36;44;Hiver;✅ OK;0.25
2021-11-05;Auvergne-Rhône-Alpes;Bordeaux Centre;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;204.75;39.8;50;Automne;✅ OK;0.19
2024-03-30;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;283.14;121.35;56;Printemps;✅ OK;0.43
2024-02-04;Occitanie;Lyon Part-Dieu;Accessoires;Homme;0.0;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;349.23;107.1;26;Hiver;✅ OK;0.31
2021-08-01;Occitanie;Lyon Part-Dieu;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;264.24;101.66;36;Été;✅ OK;0.38
2022-11-09;Île-de-France;Lyon Part-Dieu;Lunettes de soleil;Femme;0.3;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;187.61;62.87;37;Automne;✅ OK;0.34
2024-02-06;Île-de-France;Paris République;Lunettes de vue;Femme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;124.83;23.11;26;Hiver;✅ OK;0.19
2022-05-08;Auvergne-Rhône-Alpes;Toulouse Jean Jaurès;Lunettes enfant;Homme;0.2;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;183.61;30.18;47;Printemps;✅ OK;0.16
2023-07-14;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes de soleil;Homme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;222.62;58.65;36;Été;✅ OK;0.26
2021-03-15;Île-de-France;Marseille Prado;Lunettes de vue;Homme;0.4;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;165.05;25.13;53;Printemps;⚠️ À vérifier;0.15
2023-06-08;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;124.22;26.5;47;Été;✅ OK;0.21
2021-08-11;Occitanie;Lyon Part-Dieu;Lunettes enfant;Femme;0.1;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;193.26;82.16;42;Été;✅ OK;0.43
2024-04-27;Île-de-France;Paris République;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;199.49;64.61;45;Printemps;✅ OK;0.32
2022-06-03;Île-de-France;Paris République;Accessoires;Femme;0.0;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;143.56;51.44;34;Été;✅ OK;0.36
2022-02-16;Auvergne-Rhône-Alpes;Marseille Prado;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;220.91;84.79;32;Hiver;✅ OK;0.38
2024-05-12;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes de vue;Enfant;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;324.54;140.85;12;Printemps;✅ OK;0.43
2021-03-15;Nouvelle-Aquitaine;Lyon Part-Dieu;Lunettes de vue;Femme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;242.54;47.54;27;Printemps;✅ OK;0.2
2022-08-03;Nouvelle-Aquitaine;Marseille Prado;Lunettes de soleil;Femme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;180.97;58.4;30;Été;✅ OK;0.32
2022-06-25;Provence-Alpes-Côte d'Azur;Paris République;Lunettes de soleil;Homme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;274.32;73.15;32;Été;✅ OK;0.27
2022-02-20;Île-de-France;Marseille Prado;Lunettes de soleil;Enfant;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;290.89;76.96;13;Hiver;✅ OK;0.26
2024-08-24;Nouvelle-Aquitaine;Paris République;Lunettes de soleil;Enfant;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;245.19;86.85;6;Été;✅ OK;0.35
2024-01-02;Auvergne-Rhône-Alpes;Paris République;Lunettes de soleil;Homme;0.3;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;217.68;45.91;58;Hiver;✅ OK;0.21
2021-04-04;Île-de-France;Paris République;Lunettes de vue;Femme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;244.42;83.16;47;Printemps;✅ OK;0.34
2023-11-10;Nouvelle-Aquitaine;Lyon Part-Dieu;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;301.77;78.15;32;Automne;✅ OK;0.26
2023-02-09;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes de soleil;Femme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;193.82;35.97;43;Hiver;✅ OK;0.19
2024-08-08;Provence-Alpes-Côte d'Azur;Paris République;Lunettes de soleil;Femme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;168.68;68.21;54;Été;✅ OK;0.4
2022-04-02;Provence-Alpes-Côte d'Azur;Toulouse Jean Jaurès;Lunettes de vue;Homme;0.4;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;102.17;19.71;18;Printemps;⚠️ À vérifier;0.19
2023-04-19;Provence-Alpes-Côte d'Azur;Paris République;Lunettes enfant;Enfant;0.2;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;166.49;50.24;5;Printemps;✅ OK;0.3
2023-01-02;Auvergne-Rhône-Alpes;Paris République;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;265.2;61.88;54;Hiver;✅ OK;0.23
2022-12-16;Provence-Alpes-Côte d'Azur;Paris République;Lunettes de vue;Femme;0.2;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;125.68;54.8;20;Hiver;✅ OK;0.44
2022-10-28;Occitanie;Bordeaux Centre;Lunettes de soleil;Enfant;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;132.5;44.27;5;Automne;✅ OK;0.33
2021-10-28;Provence-Alpes-Côte d'Azur;Toulouse Jean Jaurès;Accessoires;Homme;0.1;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;285.02;97.23;36;Automne;✅ OK;0.34
2024-01-09;Nouvelle-Aquitaine;Lyon Part-Dieu;Lunettes de vue;Homme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;69.88;21.86;43;Hiver;✅ OK;0.31
2022-10-21;Île-de-France;Marseille Prado;Lunettes enfant;Enfant;0.3;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;232.2;97.27;10;Automne;✅ OK;0.42
2024-10-31;Nouvelle-Aquitaine;Marseille Prado;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;308.14;74.21;39;Automne;✅ OK;0.24
2022-01-16;Île-de-France;Marseille Prado;Lunettes de soleil;Homme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;254.43;81.54;54;Hiver;✅ OK;0.32
2023-09-24;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes de soleil;Homme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;282.72;61.47;40;Automne;✅ OK;0.22
2024-10-05;Île-de-France;Paris République;Lunettes de soleil;Homme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;214.14;44.7;44;Automne;✅ OK;0.21
2023-08-27;Occitanie;Toulouse Jean Jaurès;Lunettes de vue;Femme;0.3;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;161.3;47.49;37;Été;✅ OK;0.29
2024-06-26;Provence-Alpes-Côte d'Azur;Marseille Prado;Accessoires;Homme;0.15;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;213.92;49.67;53;Été;✅ OK;0.23
2024-04-23;Nouvelle-Aquitaine;Bordeaux Centre;Lunettes de soleil;Homme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;71.5;26.78;18;Printemps;✅ OK;0.37
2022-06-10;Île-de-France;Bordeaux Centre;Lunettes de soleil;Femme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;242.93;39.54;45;Été;✅ OK;0.16
2023-05-27;Nouvelle-Aquitaine;Toulouse Jean Jaurès;Lunettes de soleil;Femme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;253.77;46.94;27;Printemps;✅ OK;0.18
2021-08-17;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;206.18;69.27;41;Été;✅ OK;0.34
2023-02-21;Auvergne-Rhône-Alpes;Paris République;Lunettes enfant;Homme;0.3;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;95.44;16.48;26;Hiver;⚠️ À vérifier;0.17
2021-12-03;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;163.6;40.16;40;Hiver;✅ OK;0.25
2023-12-22;Auvergne-Rhône-Alpes;Paris République;Lunettes enfant;Homme;0.15;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;161.15;54.44;37;Hiver;✅ OK;0.34
2023-02-10;Nouvelle-Aquitaine;Marseille Prado;Lunettes de vue;Femme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;97.34;20.93;30;Hiver;✅ OK;0.22
2022-08-24;Auvergne-Rhône-Alpes;Bordeaux Centre;Lunettes de soleil;Homme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;204.22;78.31;49;Été;✅ OK;0.38
2022-01-28;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes de vue;Femme;0.2;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;90.01;39.42;44;Hiver;✅ OK;0.44
2024-12-29;Auvergne-Rhône-Alpes;Toulouse Jean Jaurès;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;261.32;112.61;27;Hiver;✅ OK;0.43
2021-04-15;Auvergne-Rhône-Alpes;Paris République;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;193.7;34.13;55;Printemps;✅ OK;0.18
2021-03-05;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes de soleil;Femme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;258.42;94.56;56;Printemps;✅ OK;0.37
2021-11-14;Île-de-France;Paris République;Lunettes enfant;Femme;0.1;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;163.32;61.6;38;Automne;✅ OK;0.38
2024-11-18;Auvergne-Rhône-Alpes;Toulouse Jean Jaurès;Lunettes de soleil;Femme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;275.09;55.85;43;Automne;✅ OK;0.2
2024-11-30;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;214.9;38.3;26;Automne;✅ OK;0.18
2023-08-15;Provence-Alpes-Côte d'Azur;Lyon Part-Dieu;Lunettes de vue;Femme;0.2;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;56.18;10.18;48;Été;✅ OK;0.18
2024-07-08;Provence-Alpes-Côte d'Azur;Toulouse Jean Jaurès;Lunettes de soleil;Homme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;192.46;57.56;47;Été;✅ OK;0.3
2021-11-09;Provence-Alpes-Côte d'Azur;Toulouse Jean Jaurès;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;340.75;140.4;21;Automne;✅ OK;0.41
2024-11-20;Auvergne-Rhône-Alpes;Paris République;Lunettes de vue;Homme;0.3;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;237.29;59.24;36;Automne;✅ OK;0.25
2021-07-28;Provence-Alpes-Côte d'Azur;Lyon Part-Dieu;Lunettes de soleil;Femme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;207.04;41.38;36;Été;✅ OK;0.2
